member_id,position_id,ticker,direction,absolute_weight,signed_weight,reference_date,reference_price,quantity,absolute_notional,signed_notional,currency
CM026,CM026-P03,XLE,SHORT,0.08420989011661666,-0.08420989011661666,2026-07-10,55.08000183105469,-799708.2791909565,44047933.48214748,-44047933.48214748,USD
CM026,CM026-P04,XLK,SHORT,0.06442707007722079,-0.06442707007722079,2026-07-10,185.77999877929688,-181397.7364372327,33700071.253876306,-33700071.253876306,USD
CM026,CM026-P05,XLV,SHORT,0.0941201117388684,-0.0941201117388684,2026-07-10,160.83999633789062,-306091.1810597469,49231704.440710306,-49231704.440710306,USD
CM026,CM026-P06,DBC,LONG,0.17005600030873314,0.17005600030873314,2026-07-10,27.520000457763672,3232257.568788345,88951729.77266535,88951729.77266535,USD
CM026,CM026-P07,XLI,LONG,0.13173337198583657,0.13173337198583657,2026-07-10,181.9199981689453,378771.94425596483,68906191.40549298,68906191.40549298,USD
CM026,CM026-P08,DIA,LONG,0.07321819277692063,0.07321819277692063,2026-07-10,525.780029296875,72841.24437327153,38298471.600599535,38298471.600599535,USD
CM026,CM026-P09,TIP,LONG,0.1645933648375829,0.1645933648375829,2026-07-10,108.12999725341797,796211.7261778428,86094371.76474932,86094371.76474932,USD
CM027,CM027-P01,XLP,SHORT,0.2980161357574178,-0.2980161357574178,2026-07-10,84.12000274658203,-133371.10454999088,11219177.681059912,-11219177.681059912,USD
CM027,CM027-P02,TIP,SHORT,0.3560763051441408,-0.3560763051441408,2026-07-10,108.12999725341797,-123970.43635364721,13404922.942424899,-13404922.942424899,USD
CM027,CM027-P03,XLV,SHORT,0.34590755909844134,-0.34590755909844134,2026-07-10,160.83999633789062,-80963.12174681554,13022108.205262003,-13022108.205262003,USD
CM028,CM028-P01,XLK,LONG,0.10035050504201191,0.10035050504201191,2026-07-10,185.77999877929688,60235.3353122798,11190520.52078588,11190520.52078588,USD
CM028,CM028-P02,SPY,LONG,0.028111754598835827,0.028111754598835827,2026-07-10,754.9500122070312,4152.412425627977,3134863.81141647,3134863.81141647,USD
CM028,CM028-P03,TIP,LONG,0.05202550358157891,0.05202550358157891,2026-07-10,108.12999725341797,53653.84201400194,5801589.789609351,5801589.789609351,USD
CM028,CM028-P04,XLV,SHORT,0.12122286796548008,-0.12122286796548008,2026-07-10,160.83999633789062,-84046.80827005251,13518088.334366642,-13518088.334366642,USD
CM028,CM028-P05,GLD,LONG,0.09619260452198648,0.09619260452198648,2026-07-10,377.010009765625,28452.440792281075,10726854.980953755,10726854.980953755,USD
CM028,CM028-P06,VNQ,LONG,0.24935298899903405,0.24935298899903405,2026-07-10,97.31999969482422,285721.68655548576,27806434.448384535,27806434.448384535,USD
CM028,CM028-P07,XLF,SHORT,0.1335278496538369,-0.1335278496538369,2026-07-10,55.709999084472656,-267281.8257605556,14890270.268416734,-14890270.268416734,USD
CM028,CM028-P08,XLI,LONG,0.09107472041494585,0.09107472041494585,2026-07-10,181.9199981689453,55827.49343383622,10156137.503260292,10156137.503260292,USD
CM028,CM028-P09,EFA,LONG,0.09009475534463669,0.09009475534463669,2026-07-10,104.33000183105469,96298.8322353347,10046857.343440898,10046857.343440898,USD
CM028,CM028-P10,XLE,LONG,0.03804644987765322,0.03804644987765322,2026-07-10,55.08000183105469,77028.40732652937,4242724.816588464,4242724.816588464,USD
CM029,CM029-P01,XLU,LONG,0.16563924129759122,0.16563924129759122,2026-07-10,45.40999984741211,135177.29733944853,6138401.051557939,6138401.051557939,USD
CM029,CM029-P02,EEM,LONG,0.14822518573710866,0.14822518573710866,2026-07-10,66.9000015258789,82108.45921533692,5493056.046793605,5493056.046793605,USD
CM029,CM029-P03,XLI,LONG,0.05339761557704193,0.05339761557704193,2026-07-10,181.9199981689453,10877.609115346764,1978854.6303463862,1978854.6303463862,USD
CM029,CM029-P04,QQQ,LONG,0.14926041439145513,0.14926041439145513,2026-07-10,725.510009765625,7624.182111334693,5531420.438049337,5531420.438049337,USD
CM029,CM029-P05,IEF,SHORT,0.06336437902994037,-0.06336437902994037,2026-07-10,93.62999725341797,-25079.692048309025,2348211.4975997424,-2348211.4975997424,USD
CM029,CM029-P06,LQD,LONG,0.18279860945619095,0.18279860945619095,2026-07-10,107.45999908447266,63040.2725654722,6774307.63217055,6774307.63217055,USD
CM029,CM029-P07,TLT,SHORT,0.13786424959809931,-0.13786424959809931,2026-07-10,84.47000122070312,-60484.095137608914,5109091.590106949,-5109091.590106949,USD
CM029,CM029-P08,XLK,SHORT,0.09945030491257235,-0.09945030491257235,2026-07-10,185.77999877929688,-19838.05958364292,3685514.6852328004,-3685514.6852328004,USD
CM030,CM030-P01,IWM,LONG,0.06623401211801104,0.06623401211801104,2026-07-10,295.989990234375,7735.430899634309,2289610.1164414417,2289610.1164414417,USD
CM030,CM030-P02,LQD,LONG,0.03420003229400982,0.03420003229400982,2026-07-10,107.45999908447266,11001.709057118554,1182243.6452055944,1182243.6452055944,USD
